id,title,userID,length,total_activities
506,Η-ΘΕ-ΑΕΠΠ-ΕΠΑΝΑΛΗΨΗ-ΟΣΟ,81,3,5
507,εφ2.2Σοφία Χαριτοπούλου,1740,3,3
508,PERFEKT 1,803,13,21
509,Μαραθώνας 2,555,11,11
510,AssignmentLams,1,13,13
511,ΟΙ ΘΕΟΙ ΤΟΥ ΟΛΥΜΠΟΥ,1664,3,3
512,Assessment Task 2,3118,9,9
513,LAMS ASSIGNMENT (WW1),1717,8,16
514,Glwsses Programmatismou,4365,12,14
515,LD-LR_02042013_1,1,10,24
516,ΚΑΒΑΦΗΣ,469,9,9
517,MikrasiatikosPolemos_Tripsianos_version2gamvrouli_emploutismeno,1454,4,4
518,Ψηφιακός Κόσμος-Κατσή,1522,10,10
519,Data,1601,13,15
520,VIDEO GEORGIOY,4366,5,5
521,MikrasiatikosPolemos_Tripsianos,1074,4,4
522,K0301 The Last Straw,9,12,12
523,thefinale,248,16,16
524,lams bra,5947,11,11
525,The Moon,5383,9,12
526,Άσκηση 2.2. Δημιουργία ακολουθίας1,1706,4,4
527,copia di Viaggio in Spagna con raggruppamento,22,4,4
528,Drama Lesson Year Nine - assignment 1,3098,8,8
529,1-1_ΕΙΣΑΓΩΓΗ ΣΤΟ LAMS_Τι είναι το LAMS-GR_03-12-2008_7,9,10,10
530,O aksonas kai h peristrofi tis gis1,1489,7,7
531,Genesand DNA 42021081,5384,10,12
532,SDDclass,2120,12,16
533,Glenn Bennett - World Heritage sites,2499,14,17
534,Βασικες Ενοιες της Πληροφορικής με βιντεο,4352,6,6
535,six_thinking_huts,1,18,20
536,Δομή Επιλογής (Απλή και Σύνθετη)- Θεωρία,1,5,21
537,asfaleia_internet,2222,19,19
538,paraboli_Andresakis,1425,10,10
539,noor asma iffah zakaria_reading and learning ethics,238,10,10
540,hardware_1,4358,6,6
541,Citizenship -Πελέκη,1661,11,11
542,FLIPPED LESSON-Comparatives of Adjectives-6th grade Greek Primary School,52,11,13
543,InExHardDisks_AgelosTitis,8,5,5
544,ΦΕ1-ΘΕΡΜΟΔΥΝΑΜΙΚΗ Β ΛΥΚΕΙΟΥ,4383,6,6
545,Videojuegos como recurso educativo,493,11,19
546,Rubidium reactivity,1435,14,16
547,ΥΔΡΟΣΤΑΤΙΚΗ ΠΙΕΣΗ,4384,11,11
548,stibos_04_final_04062016_2,1,13,13
549,PERFEKT 3,803,5,43
550,Unit Capacity,1426,2,2
551,Άσκηση2_Κραββαρίτης11,1073,8,8
552,Τα βουνά της Ελλάδας _v2 - Γαμβρουλή,1454,3,3
553,Τριγωνομετρία 1,77,4,4
554,Sea_accidents 2,10,7,7
555,ΔΙΑΤΡΟΦΗ ΑΠΙΣΧΝΑΣΗ ΠΑΧΥΣΑΡΚΙΑ,1551,6,6
556,Φρούτα_Γιολδάση,1472,3,3
557,Project,7319,10,10
558,εργασια10,5,10,10
559,Cognitivist Local Template 2,2811,5,5
560,Ηλεκτρονικό Εμπόριο - Τελική - Λυμαράκη Φωτεινή,1570,13,13
561,Infinitive - Gerund,1542,7,7
562,1-grupo,1,22,22
563,ΓνωριμίαΔιαδίκτυο,4354,11,11
564,SECUENCIA 1 (GIMP),32,11,16
565,vectors1,5475,9,9
566,NetLogo example,506,2,2
567,Excel-introduction,88,9,9
568,Θερμότητα Στ δημοτικού Θανάσης Παλάνης,1628,4,4
569,"ΧΡΗΜΑ ΚΑΙ ΤΡΑΠΕΖΕΣ - Πολιτική Παιδεία Α΄Λυκείου, τελική εργασία",1698,12,12
570,Road Safety,2562,10,10
571,ΛΑΤΙΝΙΚΑ Γ ΛΥΚΕΙΟΥ ΤΡΟΠΟΠΟΊΗΣΗ ΑΘΑΝΑΣΟΥΛΑ,1418,5,5
572,Paired annotations,1,7,11
573,6th Grade - Unit 6 - Travelling through time,1491,12,12
574,Unit Capacity,140,2,2
575,χρυσός αιώνας,1737,10,10
576,Acropoli_Webquest_team,7845,12,26
577,Open Questions Template - 4Qs variation,14,7,7
578, 7.3.8 Μεταφραστές,1875,5,5
579,modhistHSC,3090,13,13
580,eating healthy,37,16,16
581,Εισαγωγή στις Μηχανικές Ταλαντώσεις,4530,12,12
582,English (Advanced) LAMS Lesson,5477,15,16
583,Άσκηση 2.2,1630,3,3
584,LAMS ass Jap ,3135,8,10
585,LAMS Sequence,7502,8,13
586,ΓΡΗΓΟΡΗΣ ΑΥΞΕΝΤΙΟΥ ,2578,17,17
587,Peak Oil:Fiction or Catastrophe?,50,19,23
588,intro,1658,8,10
589,the_time_in_Greek,506,8,8
590,kaznztis_ergasia_8,4368,5,5
591,GIL-ENRIC,50,14,14
592,networklesson,1716,10,10
593,Citizenship_29012014_1,1046,17,21
594,Γράμμα δ_Μπουκομάνη,1049,4,4
595,STRUCTURE OF VERB GROUP,2198,10,25
596,Citizenship_29012014_1,1430,17,21
597,Zarghona's LAMS sequence,1441,10,12
598,Πτηνά της Αθήνας2,1519,11,11
599,Lesson 1 - What Is LAMS,1,5,5
600,Η_ταυτότητα_του_χάρτη_κλίμακα_ΤζήκαςΣ,1704,6,6
601,superhero,5501,12,12
602,MicroWorldsPro_1,3800,6,6
603,Μορφές - Μετατροπές ενέργειας,1423,8,8
604,Treffen 6 y 7,399,12,14
605,brendan weller- LEGAL STUDIES,2565,12,12
606,natalie_williams_LAMS_assessment,5401,22,24
607,Κατηγορίες Λογισμικού_Πασιαλή_Τελική εργασία,1657,7,7
608,Γραφήματα Στηλών,1034,6,9
609,LAMS-assessment2,5811,10,10
610,citizenship_noxos,1622,15,19
611,Εισαγωγή στο Ηλεκτρονικό Ταχυδρομείο,3801,7,10
612,Treffen 1,399,5,5
613,ΤΟ ΗΛΙΑΚΟ ΜΑΣ ΣΥΤΣΗΜΑ - ΤΡΟΠΟΠΟΙΗΣΗ,1424,6,8
614,ergasia_2_Varras_Pantelis,4350,9,11
615,Data measurement,140,3,3
616,Τα νησιά της Ελλάδος Σοφία Αργυροπούλου,1436,6,6
617,LAMS!,1290,6,10
618,Τα βουνά της Ελλάδος ν2-Δάφνη Μπασέλα,1600,3,3
619,Healthy Living,5440,9,25
620,Νεοελληνική Γλώσσα  Γ΄ Γυμνασίου κεφ. 3 φυλετικός ρατσισμός Σταματία Μαριεττή,1077,6,6
621,LAMS Sequence- Comprehension Task,1316,7,9
622,H Akropoli tis Klassikis Athinas,1560,5,5
623,Α-ΘΕ-Πρόβλημα Ι-ΙΙ,81,5,5
624,Διαδίκτυο Ασφαλώς,1471,10,10
625,Τελική Εργασία_ Καραδήμου Μαρία,1513,18,22
626,LAMs Assignment,6295,12,15
627,Μάθημα Κλιματική Αλλαγή v3 ,2,13,13
628,BETSOPOULOS_TELIKH,1447,9,9
629,giannousi_teliki ergasia,1470,5,5
630,ΝΟΜΟΣ ΤΟΥ ΩΜ,1603,11,11
631,Είδη τριγώνων - Αλαμπορινός Σπύρος,1420,3,3
632,my lams,1,15,45
633,ΙΣΤΟΡΙΑ_Α΄_ΓΥΜΝΑΣΙΟΥ_ΑΠΟΙΚΙΣΜΟΣ_ΤΡΟΠΟΠΟΙΗΜΕΝΟ_ΣΕΡΕΜΕΤΑΚΗΣ,1677,8,8
634,ΕΡΓΟΝΟΜΙΑ ΣΑΡΜΟΝΙΚΑ ΕΥΤΕΡΠΗ,1675,4,4
635,EDUC261 LAMS sequence lesson 42474604,5793,8,8
636,Educ261 Assignment 2 ,5463,10,20
637,stibos_01_final,1,9,9
638,ΗΛΙΑΚΟ ΣΥΣΤΗΜΑ-ΚΟΛΛΙΑΣ,1529,6,6
639,koinoniki_kai_Politiki_Agogi_Vlachos,1046,4,4
640,LAMS gender,1715,11,13
641,Hardware,88,8,9
642,Earth and it's Surroundings final LAMS,5389,10,10
643,Τα προσωπικά δεδομένα της Κικής και της Κοκό,1426,11,11
644,Information Report Stage2 M.Awad,5328,4,6
645,Γεια σου χαρά σου Βενετιά-Γλώσσα  Γ΄Δημοτικού-Γιάγκα Βασιλική,1465,8,8
646,STAD,1,8,8
647,Έλεγχος τροφοδοτικού,55,2,2
648,Επιπτώσεις_από_την_μόλυνση_του_νερού_Ευθυμίου_Ευάγγελος,1497,4,4
649,ΕΡΓΟ-ΕΝΕΡΓΕΙΑ Β΄  ΓΥΜΝ. ΚΑΙ Α΄ ΛΥΚΕΙΟΥ,4383,13,13
650,Τα βουνά της Ελλάδας v2 - Ανδριόπουλος,1426,3,3
651,Game maker,3930,12,14
652,WordProcessing1_Rapti,696,8,8
653,To taxidi tis trofis_teliki ergasia,506,4,4
654,powerpoint,15001,10,13
655,Η ναυμαχία της Σαλαμίνας,1704,4,4
656,T. Kelly- Classification,7154,16,23
657,python1,525,9,11
658,ΚΑΒΑΦΗΣ_13022013_3 ΜΠΕΚΟΥΛΗ ,4355,11,11
659,Glossa_3_gymnasiou-GF-GIA,88,9,9
660,Βιολογία Α ΓΥΜ  2.1 Φωτοσύνθεση (v6) Flipped Classroom ,7,18,21
661,Κυκλώματα σε σειρά και παράλληλα v3,35,14,15
662,GLO-example,5,1,1
663,test epoxes diakladosi,1049,4,6
664,WebQuest_template,1,10,21
665,EDUC362- Recaping The Body,5851,10,16
666,ΚΡΟΥΣΕΙΣ ΧΡΙΣΤΟΔΟΥΛΟΥ,1743,5,5
667,LAMS Assignment,4756,6,10
668,Ξενοφώντος Ελληνικά,1595,14,19
669,Road safety ,4731,10,20
670,Sara Longley The Lion the Witch and The Wardrobe chapter six,7120,8,16
671,Άσκηση 2.2 - Μπουντέκας,1612,3,3
672,Κινητική Ενέργεια,1456,10,10
673,My_Template,15898,17,20
674,ΙΣΟΤΗΣ ΕΜΕΙΣ ΚΑΙ ΟΙ ΑΛΛΟΙ,2578,17,20
675,Ενότητα Εγκέφαλος 1ο Μάθημα Γνωριμία με τον ανθρώπινο εγκέφαλο (vs2),1803,7,7
676,ResearchBasedThinking,1061,12,12
677,Ομάδες τροφών Μπάτσιου τελική ,1602,9,9
678,Wheeler Lachlan 43717594,7575,9,9
679,earth and sun,7164,14,16
680,environmental health,1072,11,13
681,Stage 2: Chance,5970,17,38
682,if_elif1,1658,8,32
683,LAMS First Draft,5870,16,19
684,Preparing for your presentation (safer FLV VERSION),131,11,11
685,Time to learn Moodle2013,4550,18,22
686,ΒΑΣΙΚΕΣ ΕΝΝΟΙΕΣ ΤΕχνολογία Β' ,259,9,13
687,Treffen 4 y 5,399,11,13
688,HTML_tutorial,1611,8,8
689,Assessment - LAMS,6164,8,18
690,LAMS Task,5332,12,33
691,Assignment two EDUC261,2237,8,8
692,Citizenship_Κατσή,1522,17,21
693,Excel_Ασκηση_Ερευνας,88,5,5
694,ΕΥΘΥΜΙΟΥ- ΠΟΥΛΟΥ,3800,6,8
695,pH τελική εργασία Κυριλή,1439,6,6
696,Web Opac Advanced,9,7,7
697,akoloythia_mathima9_papageorgiou,1034,10,11
698,Your Amazing Brain,9,10,10
699,εργασία με video,1034,5,5
700,ΗΛΕΚΤΡΙΚΕΣ ΜΗΧΑΝΕΣ - ΜΕΤΑΣΧΗΜΑΤΙΣΤΕΣ_09032011_2,9874,30,30
701,roundtable_final,8137,7,9
702,Citizenship_29012014_1,1603,13,17
703,ΟΙ ΕΙΚΟΝΟΓΡΑΦΙΚΕΣ ΖΩΝΕΣ,1424,8,8
704,Kef1_(1.1)Ypologistiko Systima,16378,11,11
705,Statistics_Spanos_Ioannis,695,10,10
706,Citizenship_K.Vrontinou,1451,16,20
707,Εισαγωγή στο Ελεύθερο Λογισμικό,1,15,22
708,EDUC261 LAMS Assessment 2,5966,15,21
709,Lesson on Sengoku Jidai,5329,14,16
710,Μαθαίνω τα χρώματα,1609,12,14
711,Transport Sequence Lesson,5480,20,20
712,Tα ποτάμια της Ελλάδας,1725,3,3
713,Πρόσωπα στην Πληροφορική,1622,6,6
714,1st italian sequence,16846,7,7
715,ΜΙΚΡΟΥΠΟΛΟΓΙΣΤΗΣ ΑΥΤΟΚΙΝΗΤΟΥ,1621,5,5
716,LAMS maths demonstation,2203,17,26
717,Είδη Τριγώνων (Α Γυμνασίου),10,11,11
718,alycerogers lams sequence,1305,8,19
719,WordPress,1565,10,10
720,ergasia2_tragoulias george,3899,8,10
721,ανακύκλωση,4565,11,13
722,K0108 Trapped,9,12,12
723,Maths Shapes Lesson,6375,10,15
724,vaneng,15006,10,10
725,stg 4 geometry lams assignment,7407,11,11
726,Lams Asignment,5861,13,22
727,Οδύσσεια ραψωδία α στίχοι 109-173 - Πόθου (ΑΠ. ΒΕΤΣΟΠΟΥΛΟΣ τροποποιημένη),1447,7,7
728,Communication 9.5.4,15348,13,15
729,template_miktis_stratigikis,1,12,27
730,lams sonnet,235,17,21
731,Τα Βουνά της Ελλάδας-Τηγάνης - νέο,1707,3,3
732,Ταξινόμηση (Εφ. Πληρ. Α ΛΥΚΕΙΟΥ),10,9,9
733,Software - Λογισμικό,5137,7,7
734,SimplePresent diakladosh_Xygka-ΤΡΟΠΟΠΟΙΗΣΗ,1467,5,9
735,LINUX-LAMS,1,8,8
736,polynomials_equations,4423,9,12
737,twtwb,7120,1,1
738,Υλικό και λογισμικό υπολογιστή,1593,8,8
739,TutankhamenLAMsSequence,4757,14,14
740,11. Χρήστες στο Joomla! 2.5,8,9,9
741,PDHPE - EDUC261 - Greg Nelson,5346,15,31
742,OPV V1,172,4,4
743,Test στα παραλληλόγραμμα-Λιακόπουλος,1563,4,4
744,Educ261 sequence HSC Economics GDP,7100,9,13
745,Developing Scenario Learning template,295,13,13
746,Εφαρμογές Πολυμέσων,1571,5,5
747,Σχολικός Εκφοβισμός-Νάκου,1616,9,9
748,Malatou_teliki,4427,6,8
749,"HSIE Stage 2 ENS2.5 Cities, built and natural features.",3138,14,27
750,κοντόση-τριανταφυλλιδης,3790,6,8
751,lam,1328,9,11
752,one_minute_paper_example,7855,3,3
753,environmentalissue-ioannou,4452,5,5
754,GERM-101 Lectures 1-3,1631,7,7
755,Η ΠΕΡΙΠΕΤΕΙΑ ΤΗΣ ΑΝΔΡΟΜΕΔΑΣ ΛΑΤΙΝΙΚΑ,1422,7,7
756,Spanish Stage5 reflexive verbs,1336,16,17
757,Αξιολόγηση στο Λογισμικό - Τροποποίηση,1570,5,5
758,papanikolaou,117,9,11
759,The Solar System,3157,17,17
760,Περιφερειακές Συσκευές,1732,5,5
761,Chemcial Properties of DNA,7195,12,18
762,sound writer,5128,21,25
763,My favourite hero,1491,9,9
764,Society and Culture Preliminary Course ,2151,9,11
765,Μάθημα 3ο τελικό,1735,13,13
766,Καραγκιόζης,1647,7,7
767,Acropoli_Webquest_Template,7845,9,23
768,Μαθαίνοντας τον Μυκηναϊκό Πολιτισμό,1507,11,11
769,ΓΕΩΜΕΤΡΙΑ - ΓΙΑΝΝΟΚΩΣΤΑΣ ΦΩΤΗΣ,1469,3,3
770,Kritirio gia oligolepti epanaliptiki dokimasia ston Mikrasiatiko polemo,1074,1,1
771,English Grammar,3195,11,11
772,polimesa_ergasia1_triantou,3527,7,7
773,Ο_Χρυσός_Αιώνας,1744,6,6
774,Su Park LAMS HSIE,6326,8,28
775,Τελική Εργασία - Σημαντικά Πρόσωπα στην Πληροφορική,3789,6,6
776,Αξιολόγηση στο Λογισμικό,1060,2,2
777,μέτρηση pH,1390,11,11
778,healthy food,1276,12,14
779,secuencia11,1,6,6
780,Α_τάξη_κεφ12_ΠαγκόσμιοςΙστος_Υπερκείμενο,16053,5,7
781,LAMS,7513,14,16
782,ΧΡΗΜΑ-ΤΡΑΠΕΖΕΣ,1579,3,3
783,Assessment,7245,15,15
784,Arthur Fabik Fractions Decimals and Percentages Sequence,2182,13,20
785,K0204 The Balloon Bet,9,13,13
786,LAMS Authoring Principles,10,1,1
787,Scratch Lesson 3,55,4,4
788,ΑΣΚΗΣΗ 2  ΔΟΥΛΑΒΕΡΗ ΠΑΝΑΓΙΩΤΑ       ,1068,4,4
789,stibos_03_final,1,12,12
790,Αρχαϊκή εποχή,1737,4,4
791,The Respiratory System,2124,9,15
792,ACTIVE APPLICATION,3430,9,14
793,Plagiarism module Buisman_18062013_1,14973,6,6
794,Συμπεριφορά καταναλωτή.,1671,5,5
795,Forum Demo,1,1,1
796,Ενότητα Εγκέφαλος 2ο Μάθημα Επιδράσεις στη λειτουργία του εγκεφάλου (vs2),1803,8,8
797,Citizenship Κόλλιας,1529,13,17
798,hardware pc,16483,9,9
799,Το Υλικό του υπολογιστή - Δελιοπουλου Μαρία,1484,5,5
800,deneme son,7515,6,6
801,Mediterranean Sea v1,35,10,10
802,Lesson 1,1,10,10
803,Το Νησί του Θησαυρού 2 - Scratch,1375,6,6
804,Citizenship_29012014_1,1466,13,17
805,ΦΕ_Ζώα1,1050,2,2
806,Food Chain Sequence,1431,11,13
807,LAMsequence-circuits,4792,11,16
808,Διαχείριση Αποβλήτων,1606,13,16
809,For-Merliaountas,1591,9,9
810,Sxediasmos project pe,4424,8,12
811,Δίκτυα Υπολογιστών Αλεξανδρής,1968,6,6
812,Γλώσσα - Χρήση Επιθέτων στον αφηγηματικό λόγο,4006,10,11
813,Super Hero Assessment,11,4,4
814,Hardware - Central Unit,3792,15,15
815,Final Moon lesson,5504,8,8
816,XHMIKH ISORROPIA_CHEMICAL EQUILIBRIUM,4374,8,10
817,ΤΕΧΝΟΛΟΓΙΑ ΕΠΙΚΟΙΝΩΝΙΩΝ - ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ,3790,7,7
818,Αρχή του Pascal-διορ,1739,8,8
819,Α-K3_(v2) Εργονομία ΕΡΓΑΣΤΗΡΙΟ,11,15,17
820,A CHAPTER 02 (Υλικό του υπολογιστή),10,8,8
821,Das Oktoberfest in München,1631,11,11
822,enallakt_ennies,10,9,9
823,Η Φιλική Εταιρεία,1600,4,4
824,ΖΩΑ  ΑΘΑΝΑΣΙΑΔΟΥ επεξεργασμενο από της Μπάτσιου,1416,3,3
825,theoiolympou,1505,9,9
826,Test digital-analog,1054,2,2
827,Οι θεοί του Ολύμπου- Λουκοπούλου,1567,4,4
828,Hatshepsut's Building Programs,2147,17,17
829,Εισαγωγή στο GreenFoot,1487,9,11
830,Τα βουνά της Ελλάδας v2_Χαλατσά,1736,3,3
831,Υλικό Επεξεργαστής και μνήμη,1430,5,5
832,Visiting english speaking cities Gaitanidou,1452,9,9
833,Ελεύθεροι Πολιορκημένοι - Δ. Σολωμός,1444,9,9
834,LAMS Task - Sarita and Bronwyn,5400,10,12
835,Bali - Week 1,3110,8,10
836,Atomiko_A_13042014_1,7850,15,16
837,Κλίμα,4577,11,13
838,Το τέλος του Ηρακλή - Τηγάνης Βασίλης ,1707,4,4
839,Understanding Loops in Scratch - Geronatsios Spyridon,1459,11,11
840,Πληροφορία - Πληροφορική,88,11,13
841,Parabola's and Hyperbola's,3127,19,19
842,Αθηνα_σχολείο_Ελλάδας,1076,4,4
843,3.1 uP Architecture Basics,1644,4,4
844,Άσκηση 2.2-Πόλεις και γεωγραφικά διαμερίσματα στα οποία ανήκουν-Γούναρης,1478,3,3
845,Environmental group_Energy,16378,7,7
846,York - Data,3114,16,16
847,Τα βουνά της Ελλάδας-Κόλλιας,1529,2,2
848,lams sequence ancient Egypt,7325,10,12
849,citizenship-Τηγάνης,1707,13,17
850,Ergasia 8_video_Asimakopoulou Katerina,4364,5,5
851,Glossa_3_gymnasiou-GF-ΓΡΑΨΕ,88,3,4
852,teliki_ergasia_Alexiou_Paraskevi,1421,8,8
853,stibos_04_final,1,8,8
854,Σχολική Διαρροή και ΔΒΜ,1982,8,10
855,Year 9 Conscription Debate,2142,12,21
856,PAPADAKIS_MARKEA_EIDH_TRIGVNWN,1619,11,11
857,tcpip in 24hours,7880,12,12
858,περιεκτικότητα επί τοις εκατό κ.β.,1596,5,8
859,Learning Design Pedagogies with ppt,12,12,12
860,εργασια β,3934,7,9
861,Logikes Pyles axilogisi 1,2006,2,2
862,K0202 The Forbidden Beach,9,13,13
863,if_elif3,1658,6,9
864,Stage 4 English - Acrostic Poetry,7225,13,15
865,ChristieGraceHomeSafety,6515,7,18
866,Alternate LAMS sequece,6209,11,14
867,Οι φυσικές λίμνες της Αιτωλοακαρνανίας - Παναγιώτης Παρασκευόπουλος,1655,5,5
868,IOS MON ILE,1510,4,4
869,Joey's ,4976,11,11
870,Fractions,13155,9,9
871,Cultural identity cyy,6161,13,30
872,Citizenship TAGKALAKH  EFH,1700,17,21
873,PMI Fish_17112010_1,172,5,5
874,politiki paideia A lyk.- Leoudi,1560,3,3
875,Glossa_3_gymnasiou-GF-ΑΝ-Απολυτο,88,3,3
876,PEC6,9249,10,10
877,Lesson 2 - LAMS Environments,1,3,10
878,legal studies,3205,11,11
879,Ancient India,5903,9,9
880,oddEvenSequence,4,3,7
881,gimp_layers,1,19,24
882,Δομές_Ελέγχου_Java,15937,17,21
883,MicroWorldsPro_2_επανάλαβε,3800,6,6
884,K0106 The Apple of Knowledge,9,15,15
885,Atomiko_A_13042014_1,1,15,16
886,power point,1479,7,7
887,Ασκηση2-2,1593,3,3
888,Citizenship,1525,17,21
889,Literacy Grammar and Creative Writing,5973,12,14
890,PBL,7568,8,8
891,Ιστορία-Τρωικός Πόλεμος 1,1468,8,8
892,Assignment 2,4772,17,17
893,MatterPriorKnowledge,3096,12,14
894,Exploring Song Lyrics,22,4,4
895,Stage 3 Nutrition Sequence,4728,14,20
896,ΙΣΤΟΡΙΑ Γ ΓΥΜΝΑΣΙΟΥ ΕΥΡΩΠΑΙΚΟΣ ΔΙΑΦΩΤΙΣΜΟΣ,4355,5,5
897,kazantzis_ergasia1_teliko,4368,6,6
898,Text Types,2178,10,24
899,ΚΟΥΜΠΑΡΟΥΛΗΣ,61,8,11
900,Versailles LAMS 3,22,14,46
901,Πυθαγόρειο Θεώρημα_ Μπουρσινού,1615,8,10
902,Δίκτυα υπολογιστών -Ελευθεριάδου Χρυσούλα,1496,12,12
903,Japanese Continuers - Topic 1,7299,11,13
904,Γωνίες - Α΄ Γυμνασίου,1986,6,6
905,Τα λουλούδια της ελπίδας Μαρία Κριθάρα,1549,13,13
906,Ασφάλεια στο Διαδίκτυο -  Συνέδριο ΠΕΚΑΠ 2015,384,7,19
907,music,3155,11,11
908,Γνωρίζω το σώμα μου και Αθλούμαι - Τσετίνη Αθηνά,1720,12,12
909,noteflight,5,1,1
910,Logo Δομή Επανάληψης,75,10,10
911,Writing a News Article,4763,18,23
912,Stage 2 Living vs Non-living,6351,11,13
913,my LAWS,7347,6,8
914,ramificaciones,492,6,10
915,government ,2146,17,17
916,Εκκλησιαστική Τέχνη,1700,9,9
917,Διατροφή2,1050,4,6
918,Δ-ΘΕ-ΔΟΜΗ ΕΠΙΛΟΓΗΣ,81,3,5
919,Τα βουνά της Ελλάδας ν.2  Κατσουλάκης,1523,3,3
920,εργονομια,4352,9,9
921,Evaluation,1076,2,2
922,LAMS Sequence draft 2 - Solar System,4823,8,13
923,PERSONALITY,1280,9,9
924,Ασφάλεια στο Διαδίκτυο - Ιδιωτικότητα - v1.1,1528,14,15
925,paragontopiisi_athanasopoylos,4415,7,7
926,Mesogeiakidiatrofi-Nakou,1616,11,11
927,Pyrexia of unknonw origin EXT,949,42,42
928,lams 1,7105,12,18
929,4 εποχες_ζήση_τροποποίηση,1650,7,9
930,ÃÔÔ_6_êáðÝëá_óêÝøçò,10,5,9
931,Η Ρύπανση του νερού,13073,12,14
932,αποδημητικά πουλιά στο νηπιαγωγείο!,1518,6,8
933,secuencia1,1,14,20
934,SEP - ΣΕΠ,5137,3,5
935,Scientific Report Writing ,5977,12,14
936,ΑΕΠΠ-Δομές Δεδομένων-Πίνακες,4362,8,10
937,Deutsch als Fremdsprache - 1. Stunde,1742,9,9
938,K0305 Ts in a Can,9,13,13
939,630,16483,10,10
940,Spartan Society - Role and Status of Women,6140,8,9
941,Η ΚΥΡΑ_ΣΑΡΑΚΟΣΤΗ_papanikolaouthalia,1651,5,5
942,Αθροίσματα μέχρι το 10,53,8,8
943,The Australian Legal System,1287,9,16
944,Η κρίση της εικονομαχίας διχάζει το Βυζάντιο.,1545,6,8
945,EDUC261 Introduction to Cells,4734,12,12
946,Tiffany's final,2185,10,16
947,ΠΟΛ. ΠΑΙΔΕΙΑ Α΄ΛΥΚΕΙΟΥ -ΚΕΦ.11,1698,5,5
948,LAMS sequence Assessment 1 Yr 10 Spanish Class,5961,10,16
949,Ο θησέας σκοτώνει το Μινώταυρο - Λιάγκας Σωτήρης,1562,6,6
950,Plague,6377,9,19
951,Τελική_Εργασία_Εξίσωση_ευθείας_Μπουρσινού,1615,11,11
952,SimplePresent diakladosh_Gaitanidou-ΤΡΟΠΟΠΟΙΗΣΗ,1452,6,10
953,Βουνά Ελλάδας,1552,2,2
954,K0308 The Astrologer,9,11,11
955,Task 2,5880,10,30
956,Lams Sequence 42121590,4975,9,11
957,Σύγκρινε και αντιπαραθέσου [Ομαδοσυνεργατικές Δραστηριότητες  - Template 2],17,8,8
958,SelectionSort,506,12,12
959,ΓΚΟΝΤΖΗΣ,56,4,4
960,ΕφΠληΑΛυκ_Κεφ6_v.01,7849,9,17
961,TELIKH ERGASIA MONAHISMOS-AGION OROS,1605,7,7
962,Sequence in process,7405,12,12
963,fakeloi_arxeia,3932,7,11
964,Δομές_Ελέγχου_Ροής_Σε_Java,7879,17,21
965,Citizenship_Parmaki,1656,17,21
966,Θερμότητα Στ Δημοτικού,1984,6,6
967,ΚΑΒΑΦΗΣ,469,15,15
968,K2(2.1) System and Application Software (new),7947,11,14
969,9. Εφαρμογές στο Joomla! 2.5,8,6,6
970,Weather test,1466,3,3
971,Alicia,4811,14,16
972,Family,3097,19,19
973,Εγγεγραμμένες γωνίες-Γιαννοκώστας- Τελική Εργασία 2,1469,17,20
974,Intelligence Nature or nurture,3430,13,15
975,Το ταξίδι της σταγόνας Κακαβούλα Σοφία,46,7,7
976,group grades,1390,3,9
977,Egypt LAMS,6208,7,9
978,Lesson 3,1,11,26
979,Diakladosi_pliroforisi_sep_ nvarsos,1042,6,8
980,Responsibility and Needs v2,5378,13,13
981,Nutrition and metabolism - PKU EXTERNAL,1034,16,17
982,οικ.οικονομια,1587,3,3
983,Οι 12 μήνες του χρόνου.,1516,4,4
984,Maths in English,18403,4,4
985,Leisure time and sports,1706,4,4
986,My_New_Template,7879,17,21
987,EDUC362 Lams,6333,4,4
988,peleki - saltaouras yliko,3802,6,8
989,Lams Sequence - Year 7 Music,4966,16,16
990,Windows Joomla,3787,4,4
991,lams sequence ass.,2173,9,9
992,Το περιβάλλον μάθησης του LAMS  (για μαθητές - νέους εκπαιδευόμενους),10,9,9
993,Educ 261 Evolution,5949,11,13
994,Ανακαλύπτοντας τον κόσμο με τουςθαλασσοπόρους,1572,9,9
995,το υλικο του υπολογιστή,1517,4,4
996,Personal Health Choices: Drugs,3079,13,13
997,καβαφης,1080,6,6
998,H AΡΧΑΙΑ ΣΠΑΡΤΗ,1553,8,8
999,“Citizenship” - τροποποιημένο -  Ζήση,1501,13,17
1000,Morsal Safi Lams,1429,5,5
1001,Δομή επανάληψης με το Scratch,1994,8,8
1002,Εφαπτομένη οξείας γωνίας 1,1804,23,23
1003,εργασια 1,17432,12,30
1004,kazantzis_diakladosi,4368,8,10
1005,Αλκοόλες,1456,13,29
1006,Μεθοδολογία Εκπαιδευτικής Έρευνας: Εισαγωγή,3467,7,7
1007,UNEMPLOYMENT PROJECT,1081,14,55
1008,Compare And Contrast,22,7,7
1009,Educ 261 - Foundation lesson for gender roles in Macbeth,6182,9,14
1010,Lecture 5 Sketching Potential,9,25,25
1011,Scratch Lesson 1,55,4,4
1012,Aidan Lams,7153,8,9
1013,While - Pascal,3796,5,5
1014,Ομαδική εργασία_10042014_1,1,13,13
1015,lamsnaturaldisasters,5525,8,22
